[2026-02-11T10:16:26.935347] [GROUP-CHECK] user=pwh-m1itd-pai$ domain=api.hpsmart.com result=no_special_group_matched_skip
[2026-02-14T14:59:29.506132] [GROUP-CHECK] user=lkh639 domain=user-sync.fwmrm.net result=no_special_group_matched_skip
[2026-02-14T14:59:29.507604] [GROUP-CHECK] user=lkh639 domain=sync.outbrain.com result=no_special_group_matched_skip
[2026-02-14T14:59:29.540107] [GROUP-CHECK] user=lkh639 domain=cookie-matching.mediarithmics.com result=no_special_group_matched_skip
[2026-02-14T14:59:29.644284] [GROUP-CHECK] user=lkh639 domain=wt.rqtrk.eu result=no_special_group_matched_skip
[2026-02-14T14:59:29.801380] [GROUP-CHECK] user=lkh639 domain=pippio.com result=no_special_group_matched_skip
[2026-02-14T14:59:29.803481] [GROUP-CHECK] user=lkh639 domain=aa.agkn.com result=no_special_group_matched_skip
[2026-02-14T14:59:30.853840] [GROUP-CHECK] user=lkh639 domain=m.hkhl.hk result=no_special_group_matched_skip
[2026-02-14T14:59:31.188400] [GROUP-CHECK] user=lkh639 domain=static.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:31.285999] [GROUP-CHECK] user=lkh639 domain=breaktime-d.openx.net result=no_special_group_matched_skip
[2026-02-14T14:59:31.304351] [GROUP-CHECK] user=lkh639 domain=t1.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:31.596213] [GROUP-CHECK] user=lkh639 domain=s8t.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:31.759275] [GROUP-CHECK] user=lkh639 domain=secure.adnxs.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.768531] [GROUP-CHECK] user=lkh639 domain=dis.criteo.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.770772] [GROUP-CHECK] user=lkh639 domain=x.bidswitch.net result=no_special_group_matched_skip
[2026-02-14T14:59:31.773867] [GROUP-CHECK] user=lkh639 domain=cookie-matching.mediarithmics.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.777069] [GROUP-CHECK] user=lkh639 domain=sync.crwdcntrl.net result=no_special_group_matched_skip
[2026-02-14T14:59:31.782055] [GROUP-CHECK] user=lkh639 domain=aa.agkn.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.783372] [GROUP-CHECK] user=lkh639 domain=loadm.exelator.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.900306] [GROUP-CHECK] user=lkh639 domain=sync.springserve.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.907891] [GROUP-CHECK] user=lkh639 domain=sync.outbrain.com result=no_special_group_matched_skip
[2026-02-14T14:59:31.913788] [GROUP-CHECK] user=lkh639 domain=sync.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:31.969859] [GROUP-CHECK] user=lkh639 domain=sync.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:32.194402] [GROUP-CHECK] user=lkh639 domain=wt.rqtrk.eu result=no_special_group_matched_skip
[2026-02-14T14:59:32.201937] [GROUP-CHECK] user=lkh639 domain=idsync.rlcdn.com result=no_special_group_matched_skip
[2026-02-14T14:59:32.585700] [GROUP-CHECK] user=lkh639 domain=us-u.openx.net result=no_special_group_matched_skip
[2026-02-14T14:59:33.220428] [GROUP-CHECK] user=lkh639 domain=t1.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:37.515007] [GROUP-CHECK] user=lkh639 domain=t.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:37.857319] [GROUP-CHECK] user=lkh639 domain=user-sync.fwmrm.net result=no_special_group_matched_skip
[2026-02-14T14:59:38.038745] [GROUP-CHECK] user=lkh639 domain=t1.teads.tv result=no_special_group_matched_skip
[2026-02-14T14:59:49.825822] [GROUP-CHECK] user=lkh639 domain=s.infogram.com result=no_special_group_matched_skip
[2026-02-14T14:59:52.482693] [GROUP-CHECK] user=lkh639 domain=images.taboola.com result=no_special_group_matched_skip
[2026-02-14T14:59:52.561095] [GROUP-CHECK] user=lkh639 domain=cdn.taboola.com result=no_special_group_matched_skip
[2026-02-14T14:59:53.272277] [GROUP-CHECK] user=lkh639 domain=ads.adserver.newsochub.com result=no_special_group_matched_skip
[2026-02-14T14:59:53.653070] [GROUP-CHECK] user=lkh639 domain=media.newsochub.com result=no_special_group_matched_skip
[2026-02-14T14:59:53.873780] [GROUP-CHECK] user=lkh639 domain=ads.adserver.newsochub.com result=no_special_group_matched_skip
[2026-02-14T14:59:54.901696] [GROUP-CHECK] user=lkh639 domain=e.infogram.com result=no_special_group_matched_skip
[2026-02-14T15:00:05.575742] [GROUP-CHECK] user=lkh639 domain=hk-trc-events.taboola.com result=no_special_group_matched_skip
[2026-02-14T15:00:15.603189] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:00:16.124804] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-14T15:00:16.605647] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:01:00.806364] [GROUP-CHECK] user=lkh639 domain=ssl.p.jwpcdn.com result=no_special_group_matched_skip
[2026-02-14T15:01:00.817630] [GROUP-CHECK] user=lkh639 domain=ssl.p.jwpcdn.com result=no_special_group_matched_skip
[2026-02-14T15:01:00.918809] [GROUP-CHECK] user=lkh639 domain=jwpltx.com result=no_special_group_matched_skip
[2026-02-14T15:01:26.990376] [GROUP-CHECK] user=lkh639 domain=www.rngwine.com result=no_special_group_matched_skip
[2026-02-14T15:01:28.587250] [GROUP-CHECK] user=lkh639 domain=cdn.shoplineapp.com result=no_special_group_matched_skip
[2026-02-14T15:01:28.613684] [GROUP-CHECK] user=lkh639 domain=cdn.shoplytics.com result=no_special_group_matched_skip
[2026-02-14T15:01:28.789934] [GROUP-CHECK] user=lkh639 domain=r2cdn.myshopline.com result=no_special_group_matched_skip
[2026-02-14T15:01:28.884182] [GROUP-CHECK] user=lkh639 domain=static.zotabox.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.399929] [GROUP-CHECK] user=lkh639 domain=client.smartpushedm.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.408368] [GROUP-CHECK] user=lkh639 domain=www.recaptcha.net result=no_special_group_matched_skip
[2026-02-14T15:01:29.555669] [GROUP-CHECK] user=lkh639 domain=shoplineimg.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.556462] [GROUP-CHECK] user=lkh639 domain=shoplineimg.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.557429] [GROUP-CHECK] user=lkh639 domain=shoplineimg.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.874910] [GROUP-CHECK] user=lkh639 domain=events.shoplytics.com result=no_special_group_matched_skip
[2026-02-14T15:01:29.875458] [GROUP-CHECK] user=lkh639 domain=events.shoplytics.com result=no_special_group_matched_skip
[2026-02-14T15:01:30.008679] [GROUP-CHECK] user=lkh639 domain=events.shoplytics.com result=no_special_group_matched_skip
[2026-02-14T15:01:30.135551] [GROUP-CHECK] user=lkh639 domain=static.getbutton.io result=no_special_group_matched_skip
[2026-02-14T15:01:30.223871] [GROUP-CHECK] user=lkh639 domain=stats.zotabox.com result=no_special_group_matched_skip
[2026-02-14T15:01:30.224647] [GROUP-CHECK] user=lkh639 domain=stats-v2.zotabox.com result=no_special_group_matched_skip
[2026-02-14T15:01:30.230089] [GROUP-CHECK] user=lkh639 domain=static2.zotabox.com result=no_special_group_matched_skip
[2026-02-14T15:01:30.271803] [GROUP-CHECK] user=lkh639 domain=cdn.kmalgo.com result=no_special_group_matched_skip
[2026-02-14T15:02:03.198038] [GROUP-CHECK] user=lkh639 domain=wineview.com.hk result=no_special_group_matched_skip
[2026-02-14T15:02:08.215908] [GROUP-CHECK] user=lkh639 domain=www.vivino.com result=no_special_group_matched_skip
[2026-02-14T15:02:08.936778] [GROUP-CHECK] user=lkh639 domain=www.vivino.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.114217] [GROUP-CHECK] user=lkh639 domain=now.com.hk result=no_special_group_matched_skip
[2026-02-14T15:25:36.385119] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.401437] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.427076] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.446754] [GROUP-CHECK] user=lkh639 domain=images-sports.now.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.508532] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-14T15:25:36.642331] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:25:36.726986] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:25:38.134232] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:25:46.208819] [GROUP-CHECK] user=lkh639 domain=news.now.com result=no_special_group_matched_skip
[2026-02-14T15:25:46.395523] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:25:46.406712] [GROUP-CHECK] user=lkh639 domain=newsapi1.now.com result=no_special_group_matched_skip
[2026-02-14T15:25:46.531025] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:25:46.635449] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:25:46.751142] [GROUP-CHECK] user=lkh639 domain=services.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:25:47.220554] [GROUP-CHECK] user=lkh639 domain=rtb.sg1.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:25:47.225356] [GROUP-CHECK] user=lkh639 domain=ads.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:25:47.446536] [GROUP-CHECK] user=lkh639 domain=cat.sg1.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:25:47.520168] [GROUP-CHECK] user=lkh639 domain=client-side-metrics.as.criteo.net result=no_special_group_matched_skip
[2026-02-14T15:25:47.614802] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-14T15:25:47.808288] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:25:49.623051] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:26:06.950590] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:26:07.033618] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:26:07.211655] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:26:07.959048] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-14T15:28:38.579348] [GROUP-CHECK] user=lkh639 domain=send-asr.acrobat.com result=no_special_group_matched_skip
[2026-02-14T15:36:38.802060] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:36:38.811384] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:36:38.843441] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:36:38.903797] [GROUP-CHECK] user=lkh639 domain=images-sports.now.com result=no_special_group_matched_skip
[2026-02-14T15:36:39.121063] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:36:39.339820] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:36:48.002171] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:36:48.248367] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:36:48.472625] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.476575] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.485940] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.490586] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.491045] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.552987] [GROUP-CHECK] user=lkh639 domain=external-hkg1-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.581701] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.829599] [GROUP-CHECK] user=lkh639 domain=code.createjs.com result=no_special_group_matched_skip
[2026-02-14T15:36:48.853340] [GROUP-CHECK] user=lkh639 domain=video-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.875661] [GROUP-CHECK] user=lkh639 domain=video-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:48.919607] [GROUP-CHECK] user=lkh639 domain=video-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:49.053342] [GROUP-CHECK] user=lkh639 domain=video-hkg1-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:36:49.230801] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:36:49.688984] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:36:50.372207] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:36:53.409278] [GROUP-CHECK] user=lkh639 domain=scontent.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:20.543143] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:37:21.410574] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.156456] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.159605] [GROUP-CHECK] user=lkh639 domain=scontent-hkg4-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.161433] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.172927] [GROUP-CHECK] user=lkh639 domain=scontent-hkg1-1.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.282778] [GROUP-CHECK] user=lkh639 domain=scontent-hkg4-2.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:37:23.323434] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-14T15:43:44.818778] [GROUP-CHECK] user=lkh639 domain=www.highspeed.mtr.com.hk result=no_special_group_matched_skip
[2026-02-14T15:43:44.907084] [GROUP-CHECK] user=lkh639 domain=www.highspeed.mtr.com.hk result=no_special_group_matched_skip
[2026-02-14T15:43:44.911501] [GROUP-CHECK] user=lkh639 domain=www.highspeed.mtr.com.hk result=no_special_group_matched_skip
[2026-02-14T15:43:45.047805] [GROUP-CHECK] user=lkh639 domain=tnews.highspeed.mtr.com.hk result=no_special_group_matched_skip
[2026-02-14T15:58:03.645637] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:58:25.900612] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:25.915465] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:25.989460] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:58:26.118352] [GROUP-CHECK] user=lkh639 domain=images-sports.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:26.303256] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:58:26.375076] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:58:26.442055] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:58:27.590786] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-14T15:58:29.169689] [GROUP-CHECK] user=lkh639 domain=news.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:29.361070] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-14T15:58:29.537421] [GROUP-CHECK] user=lkh639 domain=newsapi1.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:29.663285] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:58:29.707734] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-14T15:58:29.834256] [GROUP-CHECK] user=lkh639 domain=news-videos.now.com result=no_special_group_matched_skip
[2026-02-14T15:58:30.013480] [GROUP-CHECK] user=lkh639 domain=ads.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:58:30.013866] [GROUP-CHECK] user=lkh639 domain=rtb.sg1.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:58:30.214228] [GROUP-CHECK] user=lkh639 domain=cat.sg1.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:58:30.255942] [GROUP-CHECK] user=lkh639 domain=services.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:58:30.329257] [GROUP-CHECK] user=lkh639 domain=imageproxy.as.criteo.net result=no_special_group_matched_skip
[2026-02-14T15:58:30.330368] [GROUP-CHECK] user=lkh639 domain=client-side-metrics.as.criteo.net result=no_special_group_matched_skip
[2026-02-14T15:58:31.120880] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-14T15:58:31.363740] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:59:02.288111] [GROUP-CHECK] user=lkh639 domain=client-side-metrics.as.criteo.net result=no_special_group_matched_skip
[2026-02-14T15:59:07.233191] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:59:13.035607] [GROUP-CHECK] user=lkh639 domain=images-sports.now.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.315265] [GROUP-CHECK] user=lkh639 domain=news.now.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.561035] [GROUP-CHECK] user=lkh639 domain=newsapi1.now.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.591953] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.880835] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.915168] [GROUP-CHECK] user=lkh639 domain=services.insurads.com result=no_special_group_matched_skip
[2026-02-14T15:59:16.953016] [GROUP-CHECK] user=lkh639 domain=ads.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:59:17.151799] [GROUP-CHECK] user=lkh639 domain=cat.sg1.as.criteo.com result=no_special_group_matched_skip
[2026-02-14T15:59:17.227274] [GROUP-CHECK] user=lkh639 domain=client-side-metrics.as.criteo.net result=no_special_group_matched_skip
[2026-02-14T15:59:17.869178] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-14T17:37:06.264512] [GROUP-CHECK] user=LH511 domain=stock-notifications.astockcdn.net result=no_special_group_matched_skip
[2026-02-14T18:01:44.270209] [GROUP-CHECK] user=yl795 domain=203.107.1.1 result=no_special_group_matched_skip
[2026-02-15T02:01:45.862733] [GROUP-CHECK] user=yl795 domain=203.107.1.1 result=no_special_group_matched_skip
[2026-02-15T08:30:44.092059] [GROUP-CHECK] user=lkh639 domain=stock-notifications.astockcdn.net result=no_special_group_matched_skip
[2026-02-15T10:01:47.291300] [GROUP-CHECK] user=yl795 domain=203.107.1.1 result=no_special_group_matched_skip
[2026-02-15T11:22:29.069640] [GROUP-CHECK] user=yl795 domain=stock-notifications.astockcdn.net result=no_special_group_matched_skip
[2026-02-15T17:34:06.921141] [GROUP-CHECK] user=LH511 domain=stock-notifications.astockcdn.net result=no_special_group_matched_skip
[2026-02-15T18:01:48.871877] [GROUP-CHECK] user=yl795 domain=203.107.1.1 result=no_special_group_matched_skip
[2026-02-16T02:01:50.286455] [GROUP-CHECK] user=yl795 domain=203.107.1.1 result=no_special_group_matched_skip
[2026-02-16T08:27:48.665511] [GROUP-CHECK] user=lkh639 domain=stock-notifications.astockcdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:18.627503] [GROUP-CHECK] user=lkh639 domain=ssl.p.jwpcdn.com result=no_special_group_matched_skip
[2026-02-16T08:31:18.630528] [GROUP-CHECK] user=lkh639 domain=ssl.p.jwpcdn.com result=no_special_group_matched_skip
[2026-02-16T08:31:18.776878] [GROUP-CHECK] user=lkh639 domain=jwpltx.com result=no_special_group_matched_skip
[2026-02-16T08:31:18.796674] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-16T08:31:19.049344] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:19.062166] [GROUP-CHECK] user=lkh639 domain=static.xx.fbcdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:26.796346] [GROUP-CHECK] user=lkh639 domain=now.com.hk result=no_special_group_matched_skip
[2026-02-16T08:31:26.883881] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-16T08:31:27.248780] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:27.418380] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-16T08:31:27.735222] [GROUP-CHECK] user=lkh639 domain=images-sports.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:27.789480] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:27.868048] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:27.935678] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:28.169247] [GROUP-CHECK] user=lkh639 domain=fw.adsafeprotected.com result=no_special_group_matched_skip
[2026-02-16T08:31:28.185770] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:28.303854] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:28.461608] [GROUP-CHECK] user=lkh639 domain=dt.adsafeprotected.com result=no_special_group_matched_skip
[2026-02-16T08:31:28.472693] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:28.555550] [GROUP-CHECK] user=lkh639 domain=dt.adsafeprotected.com result=no_special_group_matched_skip
[2026-02-16T08:31:29.406745] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:39.849207] [GROUP-CHECK] user=lkh639 domain=news.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:40.159648] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-16T08:31:40.476082] [GROUP-CHECK] user=lkh639 domain=www.facebook.com result=no_special_group_matched_skip
[2026-02-16T08:31:40.522632] [GROUP-CHECK] user=lkh639 domain=newsapi1.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:40.793346] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-16T08:31:40.825811] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-16T08:31:40.973567] [GROUP-CHECK] user=lkh639 domain=news.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:41.041481] [GROUP-CHECK] user=lkh639 domain=news-videos.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:41.389490] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:31:41.414218] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-16T08:31:41.459804] [GROUP-CHECK] user=lkh639 domain=services.insurads.com result=no_special_group_matched_skip
[2026-02-16T08:31:41.465903] [GROUP-CHECK] user=lkh639 domain=news-videos.now.com result=no_special_group_matched_skip
[2026-02-16T08:31:42.275436] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-16T08:31:43.408128] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:32:07.563339] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-16T08:32:07.746449] [GROUP-CHECK] user=lkh639 domain=newsapi1.now.com result=no_special_group_matched_skip
[2026-02-16T08:32:07.819343] [GROUP-CHECK] user=lkh639 domain=graph.facebook.com result=no_special_group_matched_skip
[2026-02-16T08:32:08.859449] [GROUP-CHECK] user=lkh639 domain=web-messaging.insurads.com result=no_special_group_matched_skip
[2026-02-16T08:40:42.716847] [GROUP-CHECK] user=lkh639 domain=wineview.com.hk result=no_special_group_matched_skip
[2026-02-16T08:43:23.176245] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T08:43:23.189595] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T08:43:23.190377] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T08:43:23.227021] [GROUP-CHECK] user=lkh639 domain=ib.adnxs.com result=no_special_group_matched_skip
[2026-02-16T08:43:23.342086] [GROUP-CHECK] user=lkh639 domain=now.com result=no_special_group_matched_skip
[2026-02-16T08:43:23.415355] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:43:23.708795] [GROUP-CHECK] user=lkh639 domain=ep2.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T08:43:24.328366] [GROUP-CHECK] user=lkh639 domain=s0.2mdn.net result=no_special_group_matched_skip
[2026-02-16T08:43:24.631374] [GROUP-CHECK] user=lkh639 domain=ep1.adtrafficquality.google result=no_special_group_matched_skip
[2026-02-16T09:56:33.899997] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T09:56:33.914263] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
[2026-02-16T09:56:33.914814] [GROUP-CHECK] user=lkh639 domain=finance.now.com result=no_special_group_matched_skip
